     0.002000	    78.604348	   -80.269711
     0.006000	    78.969606	   -80.269711
     0.010000	    79.032530	   -80.269711
     0.014000	    79.049850	   -80.269711
     0.018000	    79.007252	   -80.269711
     0.022000	    79.004930	   -80.269711
     0.026000	    78.990921	   -80.269711
     0.030000	    78.974743	   -80.269711
     0.034000	    78.972996	   -80.269711
     0.038000	    78.971642	   -80.269711
     0.042000	    78.966896	   -80.269711
     0.046000	    78.949888	   -80.269711
     0.050000	    78.953403	   -80.269711
     0.054000	    78.957697	   -80.269711
     0.058000	    78.951102	   -80.269711
     0.062000	    78.960851	   -80.269711
     0.066000	    78.963599	   -80.269711
     0.070000	    78.959974	   -80.269711
     0.074000	    78.964424	   -80.269711
     0.078000	    78.957179	   -80.269711
     0.082000	    78.952852	   -80.269711
     0.086000	    78.948285	   -80.269711
     0.090000	    78.954429	   -80.269711
     0.094000	    78.953337	   -80.269711
     0.098000	    78.952686	   -80.269711
     0.102000	    78.959119	   -80.269711
     0.106000	    78.960268	   -80.269711
     0.110000	    78.963740	   -80.269711
     0.114000	    78.963580	   -80.269711
     0.118000	    78.956867	   -80.269711
     0.122000	    78.961055	   -80.269711
     0.126000	    78.956997	   -80.269711
     0.130000	    78.964846	   -80.269711
     0.134000	    78.962382	   -80.269711
     0.138000	    78.964336	   -80.269711
     0.142000	    78.965123	   -80.269711
     0.146000	    78.966625	   -80.269711
     0.150000	    78.962730	   -80.269711
     0.154000	    78.966392	   -80.269711
     0.158000	    78.962935	   -80.269711
     0.162000	    78.963839	   -80.269711
     0.166000	    78.961516	   -80.269711
     0.170000	    78.959653	   -80.269711
     0.174000	    78.963303	   -80.269711
     0.178000	    78.962935	   -80.269711
     0.182000	    78.960621	   -80.269711
     0.186000	    78.964953	   -80.269711
     0.190000	    78.962264	   -80.269711
     0.194000	    78.964025	   -80.269711
     0.198000	    78.964778	   -80.269711
     0.202000	    78.960459	   -80.269711
     0.206000	    78.962811	   -80.269711
     0.210000	    78.958096	   -80.269711
     0.214000	    78.956517	   -80.269711
     0.218000	    78.958690	   -80.269711
     0.222000	    78.958263	   -80.269711
     0.226000	    78.957371	   -80.269711
     0.230000	    78.959716	   -80.269711
     0.234000	    78.960282	   -80.269711
     0.238000	    78.956880	   -80.269711
     0.242000	    78.959867	   -80.269711
     0.246000	    78.961019	   -80.269711
     0.250000	    78.957505	   -80.269711
     0.254000	    78.956824	   -80.269711
     0.258000	    78.959404	   -80.269711
     0.262000	    78.956530	   -80.269711
     0.266000	    78.957517	   -80.269711
     0.270000	    78.958824	   -80.269711
     0.274000	    78.959443	   -80.269711
     0.278000	    78.960072	   -80.269711
     0.282000	    78.961007	   -80.269711
     0.286000	    78.959662	   -80.269711
     0.290000	    78.959162	   -80.269711
     0.294000	    78.958619	   -80.269711
     0.298000	    78.959623	   -80.269711
     0.302000	    78.959333	   -80.269711
     0.306000	    78.958100	   -80.269711
     0.310000	    78.959777	   -80.269711
     0.314000	    78.959139	   -80.269711
     0.318000	    78.955953	   -80.269711
     0.302000	    78.956779	   -80.269711
     0.306000	    78.951682	   -80.269711
     0.310000	    78.951068	   -80.269711
